CATEGORY_NAME;LEVEL_NO;LEVEL_DESCR;RPN_CODE;PART_NUMBER;MARKETING_STATUS;PUBLISHED;GENERAL_DESCRIPTION
Smart Phones, Tablets, eReaders;4;Cust-Application;262446;STPTIC-39G2;Active;Y;3p9 Tunable capacitor
Smart Phones, Tablets, eReaders;4;Cust-Application;262380;STPTIC-82G2;Active;Y;8p2 Tunable capacitor
Smart Phones, Tablets, eReaders;4;Cust-Application;265398;STSW-ISB042GUI;Active;Y;Graphical user interface for the STEVAL-ISB042V1 evaluation board based on STWLC33
Smart Phones, Tablets, eReaders;4;Cust-Application;262026;STSW-MEMS034;Active;Y;Unico Lite - source code
Smart Phones, Tablets, eReaders;4;Cust-Application;262827;STSW-ST25001;Active;Y;"Application executable of the &#34;NFC Tap&#34; Android app for ST25 product family"
Smart Phones, Tablets, eReaders;4;Cust-Application;264350;STSW-ST25DV001;Active;Y;Firmware for ST25DV-DISCOVERY kit
Smart Phones, Tablets, eReaders;4;Cust-Application;265232;STSW-ST25IOS001;Active;Y;"Application executable of the &#34;NFC Tap&#34; iOS app for ST25 product family"
Smart Phones, Tablets, eReaders;4;Cust-Application;265013;STSW-ST25R004;Active;Y;Antenna Matching Tool for ST25R NFC/HF reader family
Smart Phones, Tablets, eReaders;4;Cust-Application;265315;STSW-ST25SDK001;Active;Y;Software Development Kit for ST25 Tags and Dynamic Tags
Smart Phones, Tablets, eReaders;4;Cust-Application;267882;TCPP01-M12;Active;Y;Overvoltage protection for USB-C or Power Delivery
Smart Phones, Tablets, eReaders;4;Cust-Application;123285;TS488;Active;Y;Pop-free 120mW stereo headphone amplifier
Smart Phones, Tablets, eReaders;4;Cust-Application;113260;TS4962M;Active;Y;3 W filter-free class D audio power amplifier
Smart Phones, Tablets, eReaders;4;Cust-Application;264299;Unicleo-GUI;Active;Y;GUI for X-CUBE-MEMS1, motion MEMS and environmental sensor software expansion for STM32Cube
Smart Phones, Tablets, eReaders;4;Cust-Application;264305;X-CUBE-MEMS-XT1;NRND;Y;Sensor and DSP algorithm software expansion for STM32Cube
Smart Phones, Tablets, eReaders;4;Cust-Application;261412;X-CUBE-MEMS1;Active;Y;Sensor and motion algorithm software expansion for STM32Cube
Smart Phones, Tablets, eReaders;4;Cust-Application;261844;X-CUBE-MEMSMIC1;Active;Y;Analog and digital MEMS microphone acquisition and processing software expansion for STM32Cube
Smart Phones, Tablets, eReaders;4;Cust-Application;261463;X-CUBE-NFC1;Active;Y;STM32Cube expansion software for X-NUCLEO-NFC01A1
Smart Phones, Tablets, eReaders;4;Cust-Application;264761;X-CUBE-NFC4;Active;Y;Dynamic NFC/RFID tag IC software expansion for STM32Cube
Smart Phones, Tablets, eReaders;4;Cust-Application;265022;X-CUBE-NFC5;Active;Y;High performance HF reader/NFC initiator IC software expansion for STM32Cube
Smart Phones, Tablets, eReaders;4;Cust-Application;261986;X-NUCLEO-CCA02M1;NRND;Y;Digital MEMS microphones expansion board based on MP34DT01-M for STM32 Nucleo.
Smart Phones, Tablets, eReaders;4;Cust-Application;267941;X-NUCLEO-CCA02M2;Active;Y;Digital MEMS microphone expansion board based on MP34DT06J for STM32 Nucleo
Smart Phones, Tablets, eReaders;4;Cust-Application;261191;X-NUCLEO-IKS01A1;NRND;Y;Motion MEMS and environmental sensor expansion board for STM32 Nucleo
Smart Phones, Tablets, eReaders;4;Cust-Application;263919;X-NUCLEO-IKS01A2;Active;Y;Motion MEMS and environmental sensor expansion board for STM32 Nucleo
Smart Phones, Tablets, eReaders;4;Cust-Application;260759;X-NUCLEO-NFC01A1;Active;Y;Dynamic NFC tag expansion board based on M24SR for STM32 Nucleo
Smart Phones, Tablets, eReaders;4;Cust-Application;264217;X-NUCLEO-NFC04A1;Active;Y;Dynamic NFC/RFID tag IC expansion board based on ST25DV04K for STM32 Nucleo
Smart Plug;4;Cust-Application;264283;ST25DV04K;Active;Y;Dynamic NFC/RFID tag IC with 4-Kbit EEPROM, and fast transfer mode capability
Smart Plug;4;Cust-Application;264282;ST25DV16K;Active;Y;Dynamic NFC/RFID tag IC with 16-Kbit EEPROM, and fast transfer mode capability
Smart Plug;4;Cust-Application;263849;ST25DV64K;Active;Y;Dynamic NFC/RFID tag IC with 64-Kbit EEPROM, and fast transfer mode capability
Smart Plug;4;Cust-Application;260422;STD2N105K5;Active;Y;N-channel 1050 V, 6 Ohm typ., 1.5 A MDmesh K5 Power MOSFET in DPAK package
Smart Plug;4;Cust-Application;261572;STM32F410RB;Active;Y;STM32 Dynamic Efficiency MCU with BAM, High-performance and DSP with FPU, Arm Cortex-M4 MCU with 128 Kbytes of Flash memory, 100 MHz CPU, Art Accelerator
Smart Plug;4;Cust-Application;266919;STM32F730R8;Active;Y;High-performance and DSP with FPU, Arm Cortex-M7 MCU with 64 Kbytes of Flash memory, 216 MHz CPU, Art Accelerator, L1 cache,  HW crypto,SDRAM
Smart Plug;4;Cust-Application;264388;STM32WB55CG;Active;Y;Ultra-low-power dual core Arm Cortex-M4 MCU 64 MHz, Cortex-M0+ 32MHz with 1 Mbyte of Flash memory, Bluetooth LE 5.2, 802.15.4, Zigbee, Thread, USB, LCD, AES-256
Smart Plug;4;Cust-Application;264387;STM32WB55RG;Active;Y;Ultra-low-power dual core Arm Cortex-M4 MCU 64 MHz, Cortex-M0+ 32MHz with 1 Mbyte of Flash memory, Bluetooth LE 5.2, 802.15.4, Zigbee, Thread, USB, LCD, AES-256
Smart Plug;4;Cust-Application;264386;STM32WB55VG;Active;Y;Ultra-low-power dual core Arm Cortex-M4 MCU 64 MHz, Cortex-M0+ 32MHz with 1 Mbyte of Flash memory, Bluetooth LE 5.2, 802.15.4, Zigbee, Thread, USB, LCD, AES-256
Smart Plug;4;Cust-Application;145761;TSV991;Active;Y;Wide-bandwidth (20MHz) rail to rail input/output 5V CMOS Op-Amp, single
Smart Plug;4;Cust-Application;252484;TSZ121;Active;Y;Very high accuracy (5 uV) zero drift 5 V CMOS Op-Amp, single, GBP=400kHz
Smart Plug;4;Cust-Application;265088;TSZ181;Active;Y;Very high accuracy (25 uV) zero drift 5V CMOS Op-Amps
Smart Plug;4;Cust-Application;219981;VIPER16;Active;Y;VIPerPlus family: Energy saving 6W high voltage converter with direct feedback 
Smart Plug;4;Cust-Application;250858;VIPER26;Active;Y;Fixed frequency VIPer plus family
Smart Plug ;4;Cust-Application;264178;BlueNRG-2;Active;Y;"Programmable Bluetooth&reg; LE 5.2 Wireless SoC"
Smart Plug ;4;Cust-Application;253196;EVALKITST7580-1;Active;Y;ST7580 Power Line Networking System On Chip Demonstration kit 
Smart Plug ;4;Cust-Application;265249;EVALKITST8500-1;Active;Y;ST8500 Programmable power line communication modem System on Chip evaluation kit
Smart Plug ;4;Cust-Application;260429;EVALSTPM32;Active;Y;Single-phase energy metering evaluation board with shunt current sensor based on the STPM32
Smart Plug ;4;Cust-Application;258761;L6984;Active;Y;36 V, 400 mA synchronous step-down switching regulator
Smart Plug ;4;Cust-Application;258760;L6986;Active;Y;"38 V, 2 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
Smart Plug ;4;Cust-Application;262637;NUCLEO-F429ZI;Active;Y;STM32 Nucleo-144 development board with STM32F429ZI MCU, supports Arduino, ST Zio and morpho connectivity
Smart Plug ;4;Cust-Application;262631;NUCLEO-F746ZG;Active;Y;STM32 Nucleo-144 development board with STM32F746ZG MCU, supports Arduino, ST Zio and morpho connectivity
Smart Plug ;4;Cust-Application;261796;S2-LP;Active;Y;Ultra-low power, high performance, sub-1GHz transceiver
Smart Plug ;4;Cust-Application;264351;ST25DV-DISCOVERY;Active;Y;Discovery kit for ST25DV04K Dynamic NFC/RFID tag IC with fast transfer mode capability
Smart Plug ;4;Cust-Application;130228;ST7540;Active;Y;FSK power line transceiver
Smart Plug ;4;Cust-Application;247185;ST7580;Active;Y;FSK, PSK multi-mode power line networking system-on-chip
Smart Plug ;4;Cust-Application;265323;ST8500;Active;Y;Programmable power-line communication modem system-on-chip
Smart Plug ;4;Cust-Application;265506;STEVAL-FKI868V2;Active;Y;Sub-1GHz (860-940 MHz) transceiver development kit based on S2-LP
Smart Plug ;4;Cust-Application;264479;STEVAL-FKI915V1;Active;Y;Sub-1GHz transceiver development kit based on S2-LP
Smart Plug ;4;Cust-Application;265215;STEVAL-IDB008V2;Active;Y;Evaluation platform based on the BlueNRG-2
Smart Plug ;4;Cust-Application;254163;STEVAL-IHP005V1;Active;Y;General purpose power line modem module based on the ST7540 PLM and STM32 microcontroller
Smart Plug ;4;Cust-Application;263765;STEVAL-ILL070V4;Active;Y;35 W dimmable single string LED driver using HVLED001A and STF10LN80K5
Smart Plug ;4;Cust-Application;263763;STEVAL-ILL085V1;Active;Y;Wide input and wide output voltage LED driver with high power factor and low THD based on HVLED001A
Smart Plug ;4;Cust-Application;244477;STEVAL-ISA010V1;Active;Y;Ultra wide range dual output back converter demonstration board based on the VIPER16
Smart Plug ;4;Cust-Application;255516;STEVAL-ISA111V1;Active;Y;Wide range single output demonstration board based on the VIPER26HN
Smart Plug ;4;Cust-Application;263264;STEVAL-ISA177V1;Active;Y;"5 V, 0.85 A flyback converter using VIPer&#8482; Plus - VIPer01"
Smart Plug ;4;Cust-Application;265391;STEVAL-SMARTAG1;Active;Y;NFC Dynamic Tag sensor node evaluation board
Smart Plug ;4;Cust-Application;265402;STLD1;Active;Y;Power-line communication dual line driver
Smart Plug ;4;Cust-Application;129199;STLM20;Active;Y;Analog temperature sensor, ultra-low current 2.4 V, high precision 
Smart Plug ;4;Cust-Application;267150;STNFCSensor;Active;Y;NFC Sensor TAG mobile application
Smart Plug ;4;Cust-Application;259470;STPM32;Active;Y;ASSP for metering applications with up to four independent 24-bit 2nd order sigma-delta ADCs, 4 MHz OSF and 2 embedded PGLNA
Smart Plug ;4;Cust-Application;259471;STPM33;Active;Y;ASSP for metering applications with up to four independent 24-bit 2nd order sigma-delta ADCs, 4 MHz OSF and 2 embedded PGLNA
Smart Plug ;4;Cust-Application;262827;STSW-ST25001;Active;Y;"Application executable of the &#34;NFC Tap&#34; Android app for ST25 product family"
Smart Plug ;4;Cust-Application;265232;STSW-ST25IOS001;Active;Y;"Application executable of the &#34;NFC Tap&#34; iOS app for ST25 product family"
Smart Plug ;4;Cust-Application;220116;STTS751;Active;Y;2.25 V low-voltage local digital temperature sensor
Smart Plug ;4;Cust-Application;267882;TCPP01-M12;Active;Y;Overvoltage protection for USB-C or Power Delivery
Smart Plug ;4;Cust-Application;264217;X-NUCLEO-NFC04A1;Active;Y;Dynamic NFC/RFID tag IC expansion board based on ST25DV04K for STM32 Nucleo
Smart Plug ;4;Cust-Application;264770;X-NUCLEO-PLM01A1;Active;Y;Power line communication expansion board based on ST7580 for STM32 Nucleo
Smart Sensor Nodes;4;Cust-Application;264178;BlueNRG-2;Active;Y;"Programmable Bluetooth&reg; LE 5.2 Wireless SoC"
Smart Sensor Nodes;4;Cust-Application;268358;DSH-PREDMNT;Active;Y;Cloud based web application for condition monitoring and predictive maintenance
Smart Sensor Nodes;4;Cust-Application;270124;FP-AI-NANOEDG1;Active;Y;Artificial Intelligence (AI) condition monitoring function pack for STM32Cube  
Smart Sensor Nodes;4;Cust-Application;263556;FP-CLD-AZURE1;Active;Y;STM32Cube function pack for IoT sensor node with telemetry and device management applications for Microsoft Azure cloud
Smart Sensor Nodes;4;Cust-Application;268017;FP-IND-PREDMNT1;Active;Y;STM32Cube function pack for multi sensors node with signal processing to enable predictive maintenance
Smart Sensor Nodes;4;Cust-Application;265077;IIS3DHHC;Active;Y;High-resolution, high-stability 3-axis digital inclinometer for industrial applications          
Smart Sensor Nodes;4;Cust-Application;266824;IIS3DWB;Active;Y;Ultra-wide bandwidth, low-noise, 3-axis digital vibration sensor
Smart Sensor Nodes;4;Cust-Application;268201;ISM330DHCX;Active;Y;iNEMO inertial module with Machine Learning Core, Finite State Machine with digital output for industrial applications.
Smart Sensor Nodes;4;Cust-Application;262069;L6362A;Active;Y;IO-Link communication transceiver device IC
Smart Sensor Nodes;4;Cust-Application;265478;MP23ABS1;Active;Y;High performance MEMS audio sensor single ended analog bottom-port microphone
Smart Sensor Nodes;4;Cust-Application;266754;P-NUCLEO-IOD01A1;Active;Y;STM32 Nucleo pack for IO-Link device fully compatible with IO-Link v1.1 (PHY and stack)
Smart Sensor Nodes;4;Cust-Application;268811;PP-CART-NANOAI;Active;Y;"NanoEdge AI&#8482; by Cartesiam is the firstMachine Learning Software specifically developed to entirely run on microcontrollers."
Smart Sensor Nodes;4;Cust-Application;268827;PP-LEBA-AI-ES;Active;Y;Implement artificial intelligence for industrial applications with STM32Cube.AI on STM32 microcontrollers
Smart Sensor Nodes;4;Cust-Application;271282;PP-OCTO-ICUBEMI;Active;Y;Software package for vibration analysis applications for industrial machine self-inspection and condition monitoring powered by EdgeAI.
Smart Sensor Nodes;4;Cust-Application;270113;SL-BFA001V2B;Active;Y;Sensor node with IO-Link device stack for predictive maintenance and condition monitoring
Smart Sensor Nodes;4;Cust-Application;269136;SL-PREDMNT-E2C;NRND;Y;A Condition monitoring cloud gateway solution, using smart sensor nodes and edge processing
Smart Sensor Nodes;4;Cust-Application;270214;SL-PREDMNT-S2C;Active;Y;Vibration, ultrasound and environmental sensor nodes for condition monitoring with Wi-Fi and cellular connectivity to cloud applications
Smart Sensor Nodes;4;Cust-Application;271154;SL-SSISE011201V1;Active;Y;Simplifying IoT-Node Connectivity and Security to Amazon Web Services
Smart Sensor Nodes;4;Cust-Application;267550;ST1PS01;Active;Y;400 mA nano-quiescent synchronous step-down converter with digital voltage selection and Power Good
Smart Sensor Nodes;4;Cust-Application;268850;STDES-FANPRE01;Active;Y;Solution to enable predictive maintenance for fan and small motor applications, and condition based monitoring
Smart Sensor Nodes;4;Cust-Application;266872;STEVAL-BFA001V1B;NRND;Y;Predictive maintenance kit with sensors and IO-Link capability
Smart Sensor Nodes;4;Cust-Application;268182;STEVAL-BFA001V2B;Active;Y;Multi-sensor predictive maintenance kit with IO-Link stack v.1.1
Smart Sensor Nodes;4;Cust-Application;263654;STEVAL-IDP003V1;Active;Y;IO-Link industrial modular sensor board based on L6362A
Smart Sensor Nodes;4;Cust-Application;263696;STEVAL-IDP004V1;NRND;Y;IO-Link master multi-port evaluation board based on L6360
Smart Sensor Nodes;4;Cust-Application;268735;STEVAL-IDP004V2;Active;Y;IO-Link master multi-port evaluation board based on L6360
Smart Sensor Nodes;4;Cust-Application;266778;STEVAL-IOD003V1;Active;Y;IO-Link (PHY) device evaluation board based on L6362A with Arduino connectors for STM32 Nucleo
Smart Sensor Nodes;4;Cust-Application;268005;STEVAL-STWINKT1;NRND;Y;STWIN SensorTile Wireless Industrial Node development kit and reference design for industrial IoT applications
Smart Sensor Nodes;4;Cust-Application;270329;STEVAL-STWINKT1B;Active;Y;STWIN SensorTile Wireless Industrial Node development kit and reference design for industrial IoT applications
Smart Sensor Nodes;4;Cust-Application;268033;STEVAL-STWINMAV1;Active;Y;Analog microphone array expansion for the SensorTile Wireless Industrial Node (STWIN) kit
Smart Sensor Nodes;4;Cust-Application;268032;STEVAL-STWINWFV1;Active;Y;Wi-Fi expansion for the SensorTile Wireless Industrial Node (STWIN) kit
Smart Sensor Nodes;4;Cust-Application;259242;STM32CubeMX;Active;Y;STM32Cube initialization code generator
Smart Sensor Nodes;4;Cust-Application;268647;STM32WB5MMG;Active;Y;Ultra-low-power Module - Dual core Arm Cortex-M4 MCU 64 MHz, Cortex-M0+ 32MHz with 1 Mbyte of Flash memory, Bluetooth LE 5.2, 802.15.4, Zigbee, Thread, USB, LCD, AES-256
Smart Sensor Nodes;4;Cust-Application;268949;STM32WLE5J8;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 64 Kbytes of Flash memory, 20 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
Smart Sensor Nodes;4;Cust-Application;268499;STM32WLE5JB;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 128 Kbytes of Flash memory, 48 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
Smart Sensor Nodes;4;Cust-Application;268498;STM32WLE5JC;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 256 Kbytes of Flash memory, 64 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
Smart Sensor Nodes;4;Cust-Application;268597;STSW-BFA001V2;Active;Y;Software package for STEVAL- BFA001V2B multi-sensor development kit for condition monitoring and predictive maintenance
Smart Sensor Nodes;4;Cust-Application;269127;STSW-IDP4PREDMNT;Active;Y;Predictive maintenance evaluation kit firmware
Smart Sensor Nodes;4;Cust-Application;269491;STSW-STWINCELL;Active;Y;Cellular to cloud connectivity software package for STEVAL-STWINKT1 evaluation kit for industrial IoT applications
Smart Sensor Nodes;4;Cust-Application;268004;STSW-STWINKT01;Active;Y;Firmware examples for STEVAL-STWINKT1 evaluation kit for Industry 4.0
Smart Sensor Nodes;4;Cust-Application;266982;STTS22H;Active;Y;"Low-voltage, ultra-low-power, 0.5 &#176;C accuracy I2C/SMBus 3.0 temperature sensor"
Smart Sensor Nodes;4;Cust-Application;270044;Unico-GUI;Active;Y;MEMS evaluation kit software package for Linux, Mac OSX and Windows
Smart Sensor Nodes;4;Cust-Application;267702;X-CUBE-AI;Active;Y;AI expansion pack for STM32CubeMX
Smart Sensor Nodes;4;Cust-Application;263919;X-NUCLEO-IKS01A2;Active;Y;Motion MEMS and environmental sensor expansion board for STM32 Nucleo
Smart Street Lighting;4;Cust-Application;265055;BALF-NRG-02D3;Active;Y;"50&#937; / conjugate match balun to BlueNRG transceiver, with integrated harmonic filter"
Smart Street Lighting;4;Cust-Application;259177;BALF-SPI-01D3;Active;Y;"50&#937; nominal input / conjugate match balun to SPIRIT1, with integrated harmonic filter"
Smart Street Lighting;4;Cust-Application;265166;BALF-SPI2-01D3;Active;Y;"50 &#937; nominal input / conjugate match balun to S2-LP,868 - 930 MHz with integrated harmonic filter"
Smart Street Lighting;4;Cust-Application;263717;ESDA25P35-1U1M;Active;Y;High-power transient voltage suppressor (TVS)
Smart Street Lighting;4;Cust-Application;264480;ESDA7P120-1U1M;Active;Y;High-power transient voltage supressor (TVS)
Smart Street Lighting;4;Cust-Application;260067;HTS221;Active;Y;Capacitive digital sensor for relative humidity and temperature
Smart Street Lighting;4;Cust-Application;262096;IIS2DH;Active;Y;Ultra low-power high performance 3-axes accelerometer with digital output for industrial applications
Smart Street Lighting;4;Cust-Application;265292;IIS2MDC;Active;Y;High accuracy, ultra-low-power ,3-axis digital output magnetometer
Smart Street Lighting;4;Cust-Application;265048;ISM330DLC;Active;Y;iNEMO inertial measurement unit (IMU): 3D accelerometer and 3D gyroscope with digital output for industrial applications 
Smart Street Lighting;4;Cust-Application;264755;L6399;Active;Y;High voltage high and low-side driver
Smart Street Lighting;4;Cust-Application;261704;L6491;Active;Y;High voltage high and low-side 4 A gate driver
Smart Street Lighting;4;Cust-Application;262159;L6985F;Active;Y;"38 V, 500 mA synchronous step-down switching regulator with 30 &#181;A quiescent current"
Smart Street Lighting;4;Cust-Application;258760;L6986;Active;Y;"38 V, 2 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
Smart Street Lighting;4;Cust-Application;262160;L6986F;Active;Y;"38 V, 1.5 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
Smart Street Lighting;4;Cust-Application;251103;L7985;Active;Y;2 A step-down switching regulator
Smart Street Lighting;4;Cust-Application;251100;L7986;Active;Y;3 A step-down switching regulator
Smart Street Lighting;4;Cust-Application;252229;LED5000;Active;Y;3 A monolithic step-down current source with dimming capability
Smart Street Lighting;4;Cust-Application;252233;LED6000;Active;Y;3 A, 61 V monolithic current source with dimming capability
Smart Street Lighting;4;Cust-Application;252240;LED6001;Active;Y;PWM-dimmable single channel LED driver with integrated boost controller
Smart Street Lighting;4;Cust-Application;255198;LIS3MDL;Active;Y;Digital output magnetic sensor : ultra-low-power, high-performance 3-axis magnetometer
Smart Street Lighting;4;Cust-Application;265181;MP34DT05-A;Active;Y;MEMS audio sensor omnidirectional stereo digital microphone
Smart Street Lighting;4;Cust-Application;264921;PROTECT-FINDER;Active;Y;Protection product finder application for Android, iOS and Wandoujia
Smart Street Lighting;4;Cust-Application;261796;S2-LP;Active;Y;Ultra-low power, high performance, sub-1GHz transceiver
Smart Street Lighting;4;Cust-Application;263850;SEL-PROT-TVS;Active;Y;Transient voltage suppressor smart selection tool
Smart Street Lighting;4;Cust-Application;64211;SMAJ;Active;Y;400 W TVS in SMA
Smart Street Lighting;4;Cust-Application;253167;SPIRIT1;Active;Y;Low data rate, low power Sub 1GHz transceiver
Smart Street Lighting;4;Cust-Application;261928;SPSGRF;Active;Y;Sub-GHz (868 or 915 MHz) low power programmable RF transceiver modules
Smart Street Lighting;4;Cust-Application;264351;ST25DV-DISCOVERY;Active;Y;Discovery kit for ST25DV04K Dynamic NFC/RFID tag IC with fast transfer mode capability
Smart Street Lighting;4;Cust-Application;130228;ST7540;Active;Y;FSK power line transceiver
Smart Street Lighting;4;Cust-Application;247185;ST7580;Active;Y;FSK, PSK multi-mode power line networking system-on-chip
Smart Street Lighting;4;Cust-Application;265323;ST8500;Active;Y;Programmable power-line communication modem system-on-chip
Smart Street Lighting;4;Cust-Application;268058;STBLEMesh;Active;Y;BLE Mesh application for Android and iOS
Smart Street Lighting;4;Cust-Application;259344;STD25N10F7;Active;Y;N-channel 100 V, 0.027 Ohm typ., 25 A, STripFET F7 Power MOSFET in DPAK package
Smart Street Lighting;4;Cust-Application;253671;STEVAL-ILL043V1;Active;Y;High end, 75 W high power factor flyback LED driver based on the L6562A with two dimmable strings
Smart Street Lighting;4;Cust-Application;255348;STL4N10F7;Active;Y;N-channel 100 V, 0.062 Ohm typ., 4.5 A STripFET F7 Power MOSFET in a PowerFLAT 3.3x3.3 package
Smart Street Lighting;4;Cust-Application;262618;STL8N6F7;Active;Y;N-channel 60 V, 0.019 Ohm typ., 8 A STripFET F7 Power MOSFET in a PowerFLAT 3.3x3.3 package
Smart Street Lighting;4;Cust-Application;265402;STLD1;Active;Y;Power-line communication dual line driver
Smart Street Lighting;4;Cust-Application;258758;STS1TX;Active;Y;Low data rate, low power sub-1GHz transmitter
Smart Street Lighting;4;Cust-Application;263987;STSAFE-J100;Active;Y;Flexible programmable secure solution for Gateway
Smart Street Lighting;4;Cust-Application;270877;STSW-BNRGLP-Mesh;Active;Y;Mesh over Bluetooth low energy
Smart Street Lighting;4;Cust-Application;262827;STSW-ST25001;Active;Y;"Application executable of the &#34;NFC Tap&#34; Android app for ST25 product family"
Smart Street Lighting;4;Cust-Application;264350;STSW-ST25DV001;Active;Y;Firmware for ST25DV-DISCOVERY kit
Smart Street Lighting;4;Cust-Application;265315;STSW-ST25SDK001;Active;Y;Software Development Kit for ST25 Tags and Dynamic Tags
Smart Street Lighting;4;Cust-Application;220116;STTS751;Active;Y;2.25 V low-voltage local digital temperature sensor
Smart Street Lighting;4;Cust-Application;264693;Teseo-LIV3F;Active;Y;Tiny GNSS module
Smart Street Lighting;4;Cust-Application;267589;Teseo-LIV3R;Active;Y;Teseo ROM GNSS module
Smart Street Lighting;4;Cust-Application;259515;VG6640;Active;Y;Automotive 1.3 megapixel high-dynamic range image sensor
Smart Street Lighting;4;Cust-Application;253186;VIPER06;Active;Y;VIPerPlus family: Energy saving high voltage converter for direct feedback
Smart Street Lighting;4;Cust-Application;219981;VIPER16;Active;Y;VIPerPlus family: Energy saving 6W high voltage converter with direct feedback 
Smart Street Lighting;4;Cust-Application;252435;VIPER37;Active;Y;VIPerPlus family: Fixed frequency 15W high performance off line high voltage converter
Smart Street Lighting;4;Cust-Application;263309;VL53L0X;Active;Y;Time-of-Flight ranging sensor
Smart Street Lighting;4;Cust-Application;266510;VL53L1X;Active;Y;Time-of-Flight ranging sensor based on ST's FlightSense technology
Smart Street Lighting;4;Cust-Application;260441;VL6180X;Active;Y;Proximity sensor and ambient light sensing (ALS) module
Smart Street Lighting;4;Cust-Application;264761;X-CUBE-NFC4;Active;Y;Dynamic NFC/RFID tag IC software expansion for STM32Cube
Smart Street Lighting;4;Cust-Application;264217;X-NUCLEO-NFC04A1;Active;Y;Dynamic NFC/RFID tag IC expansion board based on ST25DV04K for STM32 Nucleo
Smart String Combiner Box;4;Cust-Application;73895;1.5KE;Active;Y;1500 W, TVS in DO-201
Smart String Combiner Box;4;Cust-Application;251105;ALTAIR04-900;Active;Y;Off-line all-primary-sensing switching regulator
Smart String Combiner Box;4;Cust-Application;251094;ALTAIR05T-800;Active;Y;Off-line all-primary-sensing switching regulator
Smart String Combiner Box;4;Cust-Application;62959;BZW50;Active;Y;5000 W TVS
Smart String Combiner Box;4;Cust-Application;260067;HTS221;Active;Y;Capacitive digital sensor for relative humidity and temperature
Smart String Combiner Box;4;Cust-Application;262096;IIS2DH;Active;Y;Ultra low-power high performance 3-axes accelerometer with digital output for industrial applications
Smart String Combiner Box;4;Cust-Application;265077;IIS3DHHC;Active;Y;High-resolution, high-stability 3-axis digital inclinometer for industrial applications          
Smart String Combiner Box;4;Cust-Application;262159;L6985F;Active;Y;"38 V, 500 mA synchronous step-down switching regulator with 30 &#181;A quiescent current"
Smart String Combiner Box;4;Cust-Application;262160;L6986F;Active;Y;"38 V, 1.5 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
Smart String Combiner Box;4;Cust-Application;251103;L7985;Active;Y;2 A step-down switching regulator
Smart String Combiner Box;4;Cust-Application;251100;L7986;Active;Y;3 A step-down switching regulator
Smart String Combiner Box;4;Cust-Application;247270;L7987;Active;Y;61 V 3 A asynchronous step-down switching regulator with adjustable current limitation
Smart String Combiner Box;4;Cust-Application;261387;LPS22HB;Active;Y;MEMS nano pressure sensor: 260-1260 hPa absolute digital output barometer
Smart String Combiner Box;4;Cust-Application;64094;P6KE;Active;Y;600 W TVS in DO-15
Smart String Combiner Box;4;Cust-Application;64212;SMBJ;Active;Y;600 W TVS in SMB
Smart String Combiner Box;4;Cust-Application;264198;ST-DIODE-FINDER;Active;Y;Diode product finder application for Android and iOS
Smart String Combiner Box;4;Cust-Application;260223;ST-MCU-FINDER;Active;Y;STM32 and STM8 product finder for mobile devices and desktops
Smart String Combiner Box;4;Cust-Application;265542;STEVAL-IPMNM3Q;Active;Y;300 W motor control power board based on STIPQ3M60T-H SLLIMMnano 2nd series MOSFET IPM
Smart String Combiner Box;4;Cust-Application;265541;STEVAL-IPMNM5Q;Active;Y;450 W motor control power board based on STIPQ5M60T-H SLLIMM-nano 2nd series MOSFET IPM
Smart String Combiner Box;4;Cust-Application;262875;STIEC45-33AS;Active;Y;Transil (TVS) for IEC 61000-4-5 compliance
Smart String Combiner Box;4;Cust-Application;129199;STLM20;Active;Y;Analog temperature sensor, ultra-low current 2.4 V, high precision 
Smart String Combiner Box;4;Cust-Application;220116;STTS751;Active;Y;2.25 V low-voltage local digital temperature sensor
Smart Thermostat;4;Cust-Application;265055;BALF-NRG-02D3;Active;Y;"50&#937; / conjugate match balun to BlueNRG transceiver, with integrated harmonic filter"
Smart Thermostat;4;Cust-Application;259177;BALF-SPI-01D3;Active;Y;"50&#937; nominal input / conjugate match balun to SPIRIT1, with integrated harmonic filter"
Smart Thermostat;4;Cust-Application;265166;BALF-SPI2-01D3;Active;Y;"50 &#937; nominal input / conjugate match balun to S2-LP,868 - 930 MHz with integrated harmonic filter"
Smart Thermostat;4;Cust-Application;264178;BlueNRG-2;Active;Y;"Programmable Bluetooth&reg; LE 5.2 Wireless SoC"
